speaker_id,speaker_key,part,age,gender,ethnicity,age_group,tsne_1,tsne_2
0298,,,4X,M,MALAY,4X,15.977513,5.710804
0301,,,2X,M,INDIAN,2X,9.116791,4.1433067
0313,,,3X,F,CHINESE,3X,21.584343,-2.6444154
0331,,,3X,F,CHINESE,3X,20.211718,16.23929
0337,,,4X,M,CHINESE,4X,17.615677,7.3774147
0342,,,2X,M,CHINESE,2X,16.471485,9.268633
0345,,,2X,F,CHINESE,2X,21.379301,-15.039741
0355,,,2X,M,CHINESE,2X,18.31501,4.8935785
0369,,,4X,F,MALAY,4X,18.133762,-12.301198
0372,,,5X,F,MALAY,5X,22.156195,-1.3323786
0373,,,2X,F,CHINESE,2X,22.826847,-3.7705362
0376,,,3X,M,CHINESE,3X,23.825079,9.670734
0382,,,5X,M,CHINESE,5X,9.198854,6.903996
0388,,,2X,F,CHINESE,2X,24.19233,-12.189612
0392,,,2X,M,CHINESE,2X,17.572197,9.685578
0405,,,2X,F,CHINESE,2X,24.0714,0.8417098
0409,,,5X,M,INDIAN,5X,-1.3791034,8.527649
0410,,,1X,M,CHINESE,1X,9.454864,18.636835
0411,,,2X,M,CHINESE,2X,13.154267,4.334393
0413,,,3X,M,CHINESE,3X,2.224986,2.5113187
0419,,,2X,F,INDIAN,2X,-6.0440006,27.739586
0425,,,2X,M,CHINESE,2X,-10.178613,-0.015493567
0444,,,4X,F,MALAY,4X,17.91733,-23.885292
0445,,,2X,F,MALAY,2X,4.846852,-25.214314
0450,,,5X,F,CHINESE,5X,32.6916,-9.612881
0459,,,1X,F,MALAY,1X,28.130613,-18.171783
0464,,,3X,M,CHINESE,3X,-6.293172,9.453937
0467,,,4X,F,MALAY,4X,7.016222,17.922743
0476,,,4X,F,CHINESE,4X,31.949387,-8.976445
0483,,,2X,M,CHINESE,2X,14.833531,9.918791
0496,,,1X,F,CHINESE,1X,10.989724,-23.170645
0499,,,2X,F,CHINESE,2X,28.055262,-6.8007283
0515,,,2X,F,CHINESE,2X,-20.642849,-12.845373
0524,,,3X,F,INDIAN,3X,-3.8842158,-14.344414
0525,,,2X,M,MALAY,2X,-10.664797,38.986393
0527,,,2X,F,CHINESE,2X,3.7589178,16.01739
0528,,,4X,F,CHINESE,4X,-26.455809,-4.141957
0535,,,4X,F,CHINESE,4X,2.450307,14.2103
0536,,,2X,F,INDIAN,2X,-10.188716,34.05707
0559,,,6X,F,CHINESE,6X,-25.527462,-5.598245
0568,,,3X,F,CHINESE,3X,-5.2462463,-16.303877
0573,,,3X,F,INDIAN,3X,-20.081686,-3.582754
0574,,,3X,F,CHINESE,3X,-10.283767,-12.837446
0577,,,2X,M,INDIAN,2X,-15.283221,4.2983494
0578,,,2X,F,INDIAN,2X,-16.794502,18.85178
0583,,,5X,F,CHINESE,5X,-18.650255,-11.503012
0586,,,6X,F,CHINESE,6X,-9.946993,30.776016
0588,,,5X,M,MALAY,5X,-13.229043,-1.5403202
0589,,,4X,F,MALAY,4X,-16.821383,18.676231
0594,,,2X,F,CHINESE,2X,-22.442234,-13.103404
0608,,,5X,F,INDIAN,5X,9.693575,-20.407042
0618,,,2X,M,INDIAN,2X,-16.346388,5.500693
0622,,,3X,M,CHINESE,3X,-18.14758,3.5649838
0625,,,1X,F,CHINESE,1X,-3.630896,-23.01229
0638,,,3X,M,MALAY,3X,-10.372947,22.619028
0663,,,2X,M,CHINESE,2X,-5.714556,-1.098767
0673,,,1X,M,MALAY,1X,-4.3153906,31.875877
0680,,,2X,F,CHINESE,2X,-24.969053,-3.3985255
0682,,,3X,F,MALAY,3X,-17.15164,-8.602515
0683,,,3X,F,MALAY,3X,2.9542856,15.227817
0688,,,1X,F,CHINESE,1X,-24.726902,14.148671
0689,,,1X,F,MALAY,1X,-15.2800045,-10.434506
0693,,,3X,M,CHINESE,3X,-11.682515,-4.19302
0698,,,2X,M,CHINESE,2X,-17.063648,4.4874496
0701,,,4X,F,CHINESE,4X,-14.137733,28.436392
0703,,,2X,F,MALAY,2X,-14.877755,-15.013063
0708,,,2X,M,CHINESE,2X,-19.924156,23.024004
0728,,,4X,F,INDIAN,4X,-13.501321,30.759165
0729,,,3X,M,INDIAN,3X,-10.825366,-5.830979
0733,,,2X,M,CHINESE,2X,-4.375208,2.9656937
0748,,,2X,F,INDIAN,2X,-0.5460628,28.809168
0749,,,4X,M,INDIAN,4X,-0.6772155,33.03094
0750,,,3X,M,INDIAN,3X,-2.4960778,33.046375
0759,,,2X,M,CHINESE,2X,12.437121,10.419601
0768,,,3X,F,CHINESE,3X,18.237537,-15.403127
0777,,,2X,F,CHINESE,2X,28.535501,-17.711117
0784,,,2X,F,CHINESE,2X,32.375584,-11.211375
0787,,,2X,F,CHINESE,2X,29.051918,-8.910508
0795,,,2X,F,CHINESE,2X,-1.197382,-25.299576
0799,,,2X,M,CHINESE,2X,-12.609004,0.5272322
0803,,,2X,M,CHINESE,2X,17.385132,8.274132
0809,,,3X,F,CHINESE,3X,27.765188,-7.7671175
0828,,,1X,F,INDIAN,1X,14.28099,-9.238149
0835,,,5X,F,CHINESE,5X,20.745419,-9.5942335
0842,,,2X,M,CHINESE,2X,11.061742,1.772673
0843,,,3X,M,CHINESE,3X,-0.2430553,-11.188832
0846,,,2X,F,CHINESE,2X,27.58682,-13.497568
0850,,,2X,F,INDIAN,2X,25.656395,-12.024642
0853,,,1X,F,CHINESE,1X,30.418055,-12.378199
0856,,,3X,F,CHINESE,3X,31.186985,-14.964288
0859,,,1X,F,CHINESE,1X,29.055666,-5.118083
0874,,,2X,F,CHINESE,2X,30.3538,-12.908859
0900,,,2X,F,CHINESE,2X,27.223917,-3.0035596
0909,,,3X,M,MALAY,3X,-0.1284681,6.821589
0912,,,3X,M,MALAY,3X,-6.242764,3.9308064
0940,,,4X,M,MALAY,4X,2.9265213,-4.4543567
0946,,,4X,M,INDIAN,4X,-0.67738026,8.705163
0948,,,3X,F,CHINESE,3X,13.779635,-22.429028
0969,,,3X,M,MALAY,3X,-2.842821,-0.6642699
0980,,,5X,M,CHINESE,5X,0.98578507,4.845513
0985,,,3X,M,INDIAN,3X,-4.729401,7.2701397
0994,,,3X,F,MALAY,3X,7.052369,-13.759237
1001,,,3X,F,INDIAN,3X,15.296737,-9.737449
1032,,,4X,M,INDIAN,4X,2.4156363,-8.751749
1051,,,3X,M,MALAY,3X,-1.8534173,32.2127
1052,,,3X,M,MALAY,3X,-2.750775,33.668396
1063,,,4X,M,INDIAN,4X,-3.303469,31.73876
1071,,,1X,M,MALAY,1X,7.1976995,3.6186852
1078,,,1X,M,INDIAN,1X,1.017748,33.559345
1079,,,2X,F,INDIAN,2X,13.150695,-8.175757
1080,,,3X,F,INDIAN,3X,32.176224,-10.800217
1300,,,2X,M,CHINESE,2X,22.001186,6.6373825
